company_name,_name_key,country,region_bucket,revenue_eur_latest,ebitda_eur_latest,revenue_year,employees,industry_code,ownership_status,inactive,business_model_tags,source,stage_status
ENERGY4U GMBH,energy4u gmbh,DE,DACH,29571094.26,3492241.0300000003,2023,173,6202,Private,False,,Orbis,raw
GOVERNIKUS GMBH & CO. KG,governikus gmbh co kg,DE,DACH,31430005.01,1480574.42,2024,251,6201,Private,False,,Orbis,raw
SAMHAMMER AG,samhammer ag,DE,DACH,31337667.849,2438892.9,2024,528,6201,Private,False,,Orbis,raw
BOERSE STUTTGART DIGITAL BROKER GMBH,boerse stuttgart digital broker gmbh,DE,DACH,31252000.91,10710516.05,2024,59,6201,Private,False,,Orbis,raw
BDOT BLUE INFRASTRUCTURE (GERMANY) GMBH,bdot blue infrastructure germany gmbh,DE,DACH,31244618.65,12021609.76,2024,n.v.,6209,Private,False,,Orbis,raw
JTL-SOFTWARE-GMBH,jtl software gmbh,DE,DACH,29170590.990000002,11733023.41,2023,206,6201,Private,False,,Orbis,raw
HAIILO GMBH,haiilo gmbh,DE,DACH,30932929.39,1746560.6199999999,2024,123,6201,Private,False,,Orbis,raw
DRESDEN-IT GMBH,dresden it gmbh,DE,DACH,30346494.14,2315072.7600000002,2024,122,6209,Private,False,,Orbis,raw
WAVE,wave,BE,Benelux,30303984.0,11816720.0,2024,n.v.,6202,Private,False,,Orbis,raw
AXWAY GMBH,axway gmbh,DE,DACH,30199026.580000002,2251248.2890000003,2024,21,6201,Private,False,,Orbis,raw
HMMH MULTIMEDIAHAUS AG,hmmh multimediahaus ag,DE,DACH,29282185.119999997,2423657.9299999997,2024,265,6201,Private,False,,Orbis,raw
TIPICO TECHNOLOGY SERVICES GMBH,tipico technology services gmbh,DE,DACH,30169129.36,4280319.16,2024,175,6201,Private,False,,Orbis,raw
PROXIMEDIA,proximedia,BE,Benelux,30148685.0,5626697.0,2024,187,4666,Private,False,,Orbis,raw
COCONET AG,coconet ag,DE,DACH,30081113.05,7717587.29,2024,176,6201,Private,False,,Orbis,raw
APA-IT INFORMATIONS TECHNOLOGIE GMBH,apa it informations technologie gmbh,AT,DACH,30001400.71,3007152.18,2024,132,6209,Private,False,,Orbis,raw
RSU GMBH & CO. KG,rsu gmbh co kg,DE,DACH,29951891.47,3974938.95,2024,126,6201,Private,False,,Orbis,raw
PLENUM AG,plenum ag,DE,DACH,29787000.0,3090000.0,2024,168,6209,Public,False,,Orbis,raw
UBER DENMARK SOFTWARE AND DEVELOPMENT APS,uber denmark software and development aps,DK,Denmark,29703984.8211188,2263246.7361867004,2024,130,6201,Private,False,,Orbis,raw
IVU INFORMATIONSSYSTEME GMBH,ivu informationssysteme gmbh,DE,DACH,29603573.53,4209852.9399999995,2024,111,6201,Private,False,,Orbis,raw
OPENWAY EUROPE,openway europe,BE,Benelux,29286956.0,1051339.0,2024,41,6201,Private,False,,Orbis,raw
SOA PEOPLE A/S,soa people a s,DK,Denmark,29195276.489525698,2913450.10040825,2024,103,6202,Private,False,,Orbis,raw
NORDCLOUD DEUTSCHLAND GMBH,nordcloud deutschland gmbh,DE,DACH,29182816.53,2172686.9499999997,2024,138,6209,Private,False,,Orbis,raw
ALL FOR ONE PUBLICCLOUDERP GMBH,all for one publicclouderp gmbh,DE,DACH,25756540.71,1706038.81,2025,98,6202,Private,False,,Orbis,raw
ARKANCE SYSTEMS BENELUX,arkance systems benelux,BE,Benelux,28996048.0,2194564.0,2024,51,6201,Private,False,,Orbis,raw
PERBILITY GMBH,perbility gmbh,DE,DACH,28940560.900000002,9003810.35,2024,8,6202,Private,False,,Orbis,raw
LACROIX SAE GMBH & CO. KG,lacroix sae gmbh co kg,DE,DACH,28919279.58,3058874.77,2024,117,6201,Private,False,,Orbis,raw
EMPOLIS INFORMATION MANAGEMENT GMBH,empolis information management gmbh,DE,DACH,27756530.650000002,7323896.069999999,2024,166,6201,Private,False,,Orbis,raw
MAINSYS GROUP,mainsys group,BE,Benelux,28859809.0,2684973.0,2024,169,6202,Private,False,,Orbis,raw
"UKSH GESELLSCHAFT FUER INFORMATIONSTECHNOLOGIE MBH (""GFIT"")",uksh gesellschaft fuer informationstechnologie mbh gfit,DE,DACH,28859426.830000002,1288306.11,2024,3,6209,Private,False,,Orbis,raw
R2P GMBH,r2p gmbh,DE,DACH,27114048.53,3266808.43,2023,70,6201,Private,False,,Orbis,raw
PAYOLUTION GMBH,payolution gmbh,AT,DACH,28319155.36,2414340.3600000003,2024,45,6209,Private,False,,Orbis,raw
ATTENTIA,attentia,BE,Benelux,28231297.0,1567541.0,2024,119,6202,Private,False,,Orbis,raw
ALPEGA,alpega,BE,Benelux,28225412.0,11015692.0,2024,25,6201,Private,False,,Orbis,raw
ROCKWELL AUTOMATION SOLUTIONS GMBH,rockwell automation solutions gmbh,DE,DACH,26165547.51,2352078.43,2024,58,6201,Private,False,,Orbis,raw
ADASTRA GMBH,adastra gmbh,DE,DACH,26398154.93,3085823.19,2023,152,6202,Private,False,,Orbis,raw
TEADS DEUTSCHLAND GMBH,teads deutschland gmbh,DE,DACH,27953013.62,2603292.14,2024,102,6209,Private,False,,Orbis,raw
"HALIAN, S.A R.L.",halian s a r l,LU,Benelux,26737531.0,1229963.0,2024,n.v.,6201,Private,False,,Orbis,raw
CGI BELGIUM,cgi belgium,BE,Benelux,24479195.0,1174855.0,2025,119,6202,Private,False,,Orbis,raw
ZUKEN E3 GMBH,zuken e3 gmbh,DE,DACH,26476043.09,4371065.64,2024,132,6201,Private,False,,Orbis,raw
NETCOLOGNE IT SERVICES GMBH,netcologne it services gmbh,DE,DACH,27546315.310000002,5770707.58,2024,164,6209,Private,False,,Orbis,raw
MATECO BELGIUM,mateco belgium,BE,Benelux,27447846.0,5433779.0,2024,68,4651,Private,False,,Orbis,raw
GENESIS CONSULT,genesis consult,BE,Benelux,27169416.0,3064082.0,2024,57,6202,Private,False,,Orbis,raw
V-IT,v it,BE,Benelux,27166291.0,1244190.0,2024,6,6202,Private,False,,Orbis,raw
LIZY BELGIUM,lizy belgium,BE,Benelux,27056523.0,9100851.0,2024,25,6201,Private,False,,Orbis,raw
SIEMENS INDUSTRY SOFTWARE A/S,siemens industry software a s,DK,Denmark,23905783.960107602,1158751.6811237098,2025,29,6202,Private,False,,Orbis,raw
LENOVO GLOBAL TECHNOLOGY BELGIUM,lenovo global technology belgium,BE,Benelux,25838395.0,1008675.0,2024,8,4650,Private,False,,Orbis,raw
LOGICALIS CONNECTED GMBH,logicalis connected gmbh,DE,DACH,26832334.7,1209652.3,2024,152,6202,Private,False,,Orbis,raw
ASC TECHNOLOGIES AKTIENGESELLSCHAFT,asc technologies aktiengesellschaft,DE,DACH,26882239.43,2323269.1799999997,2024,125,6201,Private,False,,Orbis,raw
ITP AGENCY,itp agency,BE,Benelux,23704764.0,2383561.0,2025,124,6201,Private,False,,Orbis,raw
NEXT LAYER TELEKOMMUNIKATIONSDIENSTLEISTUNGS- UND BERATUNGS GMBH,next layer telekommunikationsdienstleistungs und beratungs gmbh,AT,DACH,26746626.47,7533626.63,2024,66,6209,Private,False,,Orbis,raw
SALESFIVE GMBH,salesfive gmbh,DE,DACH,26704029.490000002,1572074.35,2024,207,6209,Private,False,,Orbis,raw
VOLUME GRAPHICS GMBH,volume graphics gmbh,DE,DACH,25962076.23,8242979.26,2022,143,6201,Private,False,,Orbis,raw
SNAP TECHNOLOGY GMBH,snap technology gmbh,AT,DACH,26642964.89,4255127.99,2024,55,6201,Private,False,,Orbis,raw
GUARDSQUARE,guardsquare,BE,Benelux,26369953.0,4571853.0,2024,109,6202,Private,False,,Orbis,raw
MEDIZORG,medizorg,BE,Benelux,24045655.0,9887566.0,2025,24,6209,Private,False,,Orbis,raw
RED HAT,red hat,BE,Benelux,26237995.0,1690327.0,2024,65,6201,Private,False,,Orbis,raw
"ORBYT DANMARK, FILIAL AF ORBYT AS, NORGE",orbyt danmark filial af orbyt as norge,DK,Denmark,26232093.5022677,3702494.3362661703,2024,n.v.,6202,Private,False,,Orbis,raw
DENKWERK GMBH,denkwerk gmbh,DE,DACH,25164420.29,2597566.37,2024,228,6202,Private,False,,Orbis,raw
SOCIETE WALLONNE DU LOGEMENT,societe wallonne du logement,BE,Benelux,26111000.0,7130000.0,2024,205,6202,Private,False,,Orbis,raw
QOGNIFY GMBH,qognify gmbh,DE,DACH,26104859.05,8564615.13,2024,76,6201,Private,False,,Orbis,raw
PINGALA A/S,pingala a s,DK,Denmark,23072650.5336139,3417659.1455794103,2025,110,6202,Private,False,,Orbis,raw
CARYA GROUP,carya group,BE,Benelux,25739271.0,3266107.0,2024,83,6202,Private,False,,Orbis,raw
HEINZE GMBH,heinze gmbh,DE,DACH,24196327.36,2096968.3599999999,2023,178,6209,Private,False,,Orbis,raw
GEODYNAMICS,geodynamics,BE,Benelux,22563923.0,12171616.0,2025,51,6201,Private,False,,Orbis,raw
PROCAD GMBH & CO. KG,procad gmbh co kg,DE,DACH,23990632.84,2390065.2100000004,2023,111,6201,Private,False,,Orbis,raw
DAVINSI LABS,davinsi labs,BE,Benelux,25492996.0,4405804.0,2024,47,6201,Private,False,,Orbis,raw
MEDICIM,medicim,BE,Benelux,25454976.0,8672778.0,2024,112,6201,Private,False,,Orbis,raw
ZENDESK APS,zendesk aps,DK,Denmark,25437842.2087819,2434118.83273238,2024,111,6201,Private,False,,Orbis,raw
SERVICENOW BELGIUM,servicenow belgium,BE,Benelux,25363493.0,1311753.0,2024,61,6201,Private,False,,Orbis,raw
IRON MOUNTAIN (DEUTSCHLAND) DATA CENTRE 2 GMBH,iron mountain deutschland data centre 2 gmbh,DE,DACH,25339493.020000003,5627674.86,2024,27,6209,Private,False,,Orbis,raw
COMFORTE AG,comforte ag,DE,DACH,22385453.78,1313820.98,2025,84,6201,Private,False,,Orbis,raw
SANDAY B.V.,sanday b v,NL,Benelux,25212472.0,2468236.0,2024,146,6202,Private,False,,Orbis,raw
WEISS IT SOLUTIONS GMBH,weiss it solutions gmbh,DE,DACH,26867100.29,4115237.7800000003,2022,285,6209,Private,False,,Orbis,raw
TAIFUN SOFTWARE GMBH,taifun software gmbh,DE,DACH,25077997.09,3360666.85,2024,161,6201,Private,False,,Orbis,raw
SAGE BAEURER GMBH,sage baeurer gmbh,DE,DACH,23229019.9,4148302.9299999997,2024,87,6201,Private,False,,Orbis,raw
ELECTRONIC ARTS GMBH,electronic arts gmbh,DE,DACH,23921084.82,1333462.2489999998,2024,145,6209,Private,False,,Orbis,raw
ON CLOUD SERVICE GMBH,on cloud service gmbh,DE,DACH,23370875.650000002,2483955.23,2023,265,6209,Private,False,,Orbis,raw
EUROPAEISCHES MICROSOFT INNOVATIONS CENTER GMBH,europaeisches microsoft innovations center gmbh,DE,DACH,23920384.21,1851785.7,2024,102,6201,Private,False,,Orbis,raw
EUROPEAN IT CONSULTANCY EITCO GMBH,european it consultancy eitco gmbh,DE,DACH,24567501.04,3535244.6599999997,2024,181,6209,Private,False,,Orbis,raw
CASEWARE GERMANY GMBH,caseware germany gmbh,DE,DACH,22419951.990000002,4100196.4799999995,2025,103,6201,Private,False,,Orbis,raw
CVATION A/S,cvation a s,DK,Denmark,21467304.9389715,5743915.09824829,2025,109,6201,Private,False,,Orbis,raw
SMARKETER GMBH,smarketer gmbh,DE,DACH,22738981.970000003,2281172.75,2023,159,6202,Private,False,,Orbis,raw
BLUE YONDER GMBH,blue yonder gmbh,DE,DACH,24067142.9,2344003.1,2024,160,6201,Private,False,,Orbis,raw
TRUSTTEAM WALLONIE,trustteam wallonie,BE,Benelux,24043813.0,1316086.0,2024,57,6201,Private,False,,Orbis,raw
GETRONICS GERMANY GMBH,getronics germany gmbh,DE,DACH,23967291.75,1398453.78,2024,94,6209,Private,False,,Orbis,raw
PLAYPASS,playpass,BE,Benelux,23836408.0,2087920.0,2024,8,6201,Private,False,,Orbis,raw
WEBFLEET SOLUTIONS DEVELOPMENT GERMANY GMBH,webfleet solutions development germany gmbh,DE,DACH,23624039.16,4104988.09,2024,162,6202,Private,False,,Orbis,raw
UMBRACO A/S,umbraco a s,DK,Denmark,20824999.999867503,3112999.99986607,2025,105,6201,Private,False,,Orbis,raw
IT-PLANET,it planet,BE,Benelux,23493466.0,1376312.0,2024,38,6202,Private,False,,Orbis,raw
INASYS GESELLSCHAFT FUER INFORMATIONS- UND ANALYSE- SYSTEME MBH,inasys gesellschaft fuer informations und analyse systeme mbh,DE,DACH,21485253.06,2987143.36,2024,105,6201,Private,False,,Orbis,raw
DELTEK DANMARK A/S,deltek danmark a s,DK,Denmark,23098188.1549757,1926623.31570475,2024,120,6202,Private,False,,Orbis,raw
M&M SOFTWARE GMBH,m m software gmbh,DE,DACH,23042421.19,2850515.81,2024,156,6201,Private,False,,Orbis,raw
TOTALENERGIES BELGIUM SERVICES,totalenergies belgium services,BE,Benelux,22855816.0,1019379.0,2024,30,6202,Private,False,,Orbis,raw
KEYRUS,keyrus,BE,Benelux,22770893.0,1353218.0,2024,102,6201,Private,False,,Orbis,raw
FUNKTEL GMBH,funktel gmbh,DE,DACH,22736119.56,2315403.7600000002,2024,115,6201,Private,False,,Orbis,raw
LIVE REPLY GMBH,live reply gmbh,DE,DACH,22644881.18,1857656.96,2024,99,6202,Private,False,,Orbis,raw
AKQA DENMARK A/S,akqa denmark a s,DK,Denmark,22629772.2183884,2875448.5773594403,2024,133,6202,Private,False,,Orbis,raw
KEYWARE TECHNOLOGIES N.V.,keyware technologies n v,BE,Benelux,19929000.0,3874000.0,2025,43,6209,Public,False,,Orbis,raw
Q.BEYOND LOGINEER GMBH,q beyond logineer gmbh,DE,DACH,22535131.369999997,2283599.01,2024,60,6209,Private,False,,Orbis,raw
PRICE F(X) AG,price f x ag,DE,DACH,22505496.62,2099524.16,2024,n.v.,6201,Private,False,,Orbis,raw
CERENCE,cerence,BE,Benelux,22067586.0,5639939.0,2023,78,6201,Private,False,,Orbis,raw
WORLD-DIRECT EBUSINESS SOLUTIONS GESELLSCHAFT M.B.H.,world direct ebusiness solutions gesellschaft m b h,AT,DACH,22468814.689999998,1996881.69,2024,140,6209,Private,False,,Orbis,raw
ONVENTIS GMBH,onventis gmbh,DE,DACH,22465983.520000003,5886617.36,2024,86,6201,Private,False,,Orbis,raw
DYNAMATE,dynamate,BE,Benelux,22392178.0,7983716.0,2024,53,6201,Private,False,,Orbis,raw
H. ESSERS DIGITAL COMPANY,h essers digital company,BE,Benelux,22389034.0,5920625.0,2024,161,6201,Private,False,,Orbis,raw
SITECORE BELGIUM,sitecore belgium,BE,Benelux,19771655.0,5832404.0,2025,77,6201,Private,False,,Orbis,raw
CREAM CONSULTING,cream consulting,BE,Benelux,22298456.0,3313485.0,2024,99,6202,Private,False,,Orbis,raw
OPTIMAL SYSTEMS VERTRIEBSGESELLSCHAFT MBH HANNOVER,optimal systems vertriebsgesellschaft mbh hannover,DE,DACH,21407233.619999997,5256764.83,2023,100,6202,Private,False,,Orbis,raw
PEAKWORK GMBH,peakwork gmbh,DE,DACH,22203686.14,6881168.08,2024,107,6201,Private,False,,Orbis,raw
GRAITEC INNOVATION GMBH,graitec innovation gmbh,DE,DACH,22173675.95,1261119.11,2024,42,6201,Private,False,,Orbis,raw
CARAT GESELLSCHAFT FUER ORGANISATION UND SOFTWAREENTWICKLUNG MBH,carat gesellschaft fuer organisation und softwareentwicklung mbh,DE,DACH,22119766.69,1675448.21,2024,112,6201,Private,False,,Orbis,raw
TIETO GERMANY GMBH,tieto germany gmbh,DE,DACH,22112379.150000002,3810307.7800000003,2024,97,6209,Private,False,,Orbis,raw
LUCIAD,luciad,BE,Benelux,22111906.0,9993905.0,2024,69,6201,Private,False,,Orbis,raw
PROMATIS SOFTWARE GMBH,promatis software gmbh,DE,DACH,22105810.38,1388366.52,2024,181,6201,Private,False,,Orbis,raw
CERDIA SERVICES GMBH,cerdia services gmbh,DE,DACH,22071921.669999998,1868255.88,2024,129,6209,Private,False,,Orbis,raw
FOTOFINDER SYSTEMS GMBH,fotofinder systems gmbh,DE,DACH,22067552.41,3730969.7,2024,99,6201,Private,False,,Orbis,raw
COMPUSOFT DEUTSCHLAND AG,compusoft deutschland ag,DE,DACH,21441394.68,1252822.83,2022,131,6201,Private,False,,Orbis,raw
PROALPHA SOFTWARE AUSTRIA GMBH,proalpha software austria gmbh,AT,DACH,21038946.759999998,1464022.6199999999,2024,66,6209,Private,False,,Orbis,raw
ONLINECITY.IO APS,onlinecity io aps,DK,Denmark,21715175.2789124,1341103.39497053,2024,30,6201,Private,False,,Orbis,raw
BESTMIX SOFTWARE,bestmix software,BE,Benelux,21680008.0,1473993.0,2024,94,4650,Private,False,,Orbis,raw
MSU SOLUTIONS GMBH,msu solutions gmbh,DE,DACH,21600022.61,2364426.08,2024,121,6201,Private,False,,Orbis,raw
PHITURE GMBH,phiture gmbh,DE,DACH,21596613.66,2759794.07,2024,63,6201,Private,False,,Orbis,raw
TEMENOS LUXEMBOURG S.A.,temenos luxembourg s a,LU,Benelux,21508436.0,3128063.0,2024,n.v.,6202,Private,False,,Orbis,raw
DESCARTES SYSTEMS (BELGIUM),descartes systems belgium,BE,Benelux,21493234.0,1949891.0,2024,58,6201,Private,False,,Orbis,raw
VANAS ENGINEERING,vanas engineering,BE,Benelux,21400709.0,1783788.0,2024,54,4669,Private,False,,Orbis,raw
J. H. SCHULTZ INFORMATION A/S,j h schultz information a s,DK,Denmark,21333408.2051632,2919783.6875830498,2024,125,6201,Private,False,,Orbis,raw
GE HEALTHCARE INFORMATION TECHNOLOGIES GMBH & CO. KG,ge healthcare information technologies gmbh co kg,DE,DACH,21292649.0,1365279.0,2024,99,6201,Private,False,,Orbis,raw
AT & T GLOBAL NETWORK SERVICES BELGIUM LUXEMBOURG,at t global network services belgium luxembourg,BE,Benelux,21225045.0,1786332.0,2024,40,6110,Private,False,,Orbis,raw
ISD SOFTWARE UND SYSTEME GMBH,isd software und systeme gmbh,DE,DACH,21205468.91,6148543.359999999,2024,147,6201,Private,False,,Orbis,raw
FRESH CHEF,fresh chef,BE,Benelux,21116322.0,1880820.0,2024,42,1092,Private,False,,Orbis,raw
SENIOR CONSULTING GMBH EDV- UND ORGANISATIONSBERATUNG,senior consulting gmbh edv und organisationsberatung,DE,DACH,20934034.049999997,1990600.2000000002,2024,2,6201,Private,False,,Orbis,raw
AVANADE DENMARK A/S,avanade denmark a s,DK,Denmark,18616315.331067,1021415.48043651,2025,37,6202,Private,False,,Orbis,raw
IMM ELECTRONICS GMBH,imm electronics gmbh,DE,DACH,20865049.279999997,1467938.12,2024,118,6201,Private,False,,Orbis,raw
VOEB-SERVICE GMBH,voeb service gmbh,DE,DACH,20858315.310000002,4626691.75,2024,85,6209,Private,False,,Orbis,raw
1STMOVERS APS,1stmovers aps,DK,Denmark,18418441.5032646,1216169.35887809,2025,33,6202,Private,False,,Orbis,raw
CONFINITY,confinity,BE,Benelux,20789518.0,4072150.0,2024,17,6202,Private,False,,Orbis,raw
AMARIS CONSULTING BELGIUM,amaris consulting belgium,BE,Benelux,20781973.0,1224118.0,2024,97,6202,Private,False,,Orbis,raw
RESULT-IT,result it,BE,Benelux,20772526.0,1661926.0,2024,102,6202,Private,False,,Orbis,raw
ARHS DEVELOPMENTS S.A.,arhs developments s a,LU,Benelux,18412827.0,1318366.0,2025,n.v.,6201,Private,False,,Orbis,raw
BROADRIDGE (DEUTSCHLAND) GMBH,broadridge deutschland gmbh,DE,DACH,18277895.98,1834860.6600000001,2025,43,6201,Private,False,,Orbis,raw
SAPIENS DENMARK A/S,sapiens denmark a s,DK,Denmark,20467054.3339549,12679167.738080999,2024,33,6201,Private,False,,Orbis,raw
EPIC GAMES GERMANY GMBH,epic games germany gmbh,DE,DACH,20445018.61,1818715.79,2024,67,6201,Private,False,,Orbis,raw
COMSYSTO REPLY GMBH,comsysto reply gmbh,DE,DACH,20429330.93,4347816.53,2024,98,6209,Private,False,,Orbis,raw
CGI LUXEMBOURG SA,cgi luxembourg sa,LU,Benelux,18943341.0,1466030.0,2024,n.v.,6201,Private,False,,Orbis,raw
LUMINEX LIGHTINGCONTROL EQUIPMENT,luminex lightingcontrol equipment,BE,Benelux,20408930.0,4176618.0000000005,2024,39,4664,Private,False,,Orbis,raw
CYGNA LABS DEUTSCHLAND GMBH,cygna labs deutschland gmbh,DE,DACH,19076880.21,3854495.5799999996,2023,38,6201,Private,False,,Orbis,raw
AUBAY,aubay,LU,Benelux,20262810.0,1808660.0,2024,n.v.,6209,Private,False,,Orbis,raw
BENE RAIL INTERNATIONAL,bene rail international,BE,Benelux,20178493.0,4309353.0,2024,15,2829,Private,False,,Orbis,raw
BPC SOLUTIONS (NETHERLANDS) B.V.,bpc solutions netherlands b v,NL,Benelux,20045429.976,10251366.548,2024,35,6202,Private,False,,Orbis,raw
SUPPLEMENTS DISTRIBUTION BVBA,supplements distribution bvba,BE,Benelux,19925280.0,1740989.0,2024,41,1086,Private,False,,Orbis,raw
HEX-RAYS,hex rays,BE,Benelux,19907722.0,12866844.0,2024,15,6202,Private,False,,Orbis,raw
DOXIS SOLUTIONS GMBH,doxis solutions gmbh,DE,DACH,18577424.1,1607639.79,2023,178,6209,Private,False,,Orbis,raw
CONFLUENT GERMANY GMBH,confluent germany gmbh,DE,DACH,19754543.849999998,1007404.93,2024,86,6201,Private,False,,Orbis,raw
HYLAND SOFTWARE GERMANY GMBH,hyland software germany gmbh,DE,DACH,19714945.31,1105864.6300000001,2024,94,6201,Private,False,,Orbis,raw
METASYSTEMS HARD & SOFTWARE GMBH,metasystems hard software gmbh,DE,DACH,19693342.86,4839012.010000001,2024,71,6201,Private,False,,Orbis,raw
HAULOGY.NET,haulogy net,BE,Benelux,19688748.0,1250208.0,2024,87,6202,Private,False,,Orbis,raw
SOPROFEN BELGIUM,soprofen belgium,BE,Benelux,17420152.0,1270252.0,2025,67,2512,Private,False,,Orbis,raw
FACTORY SOFTWARE GMBH,factory software gmbh,DE,DACH,19632004.44,2341745.38,2024,42,6201,Private,False,,Orbis,raw
MOBILEXPENSE,mobilexpense,BE,Benelux,19608013.0,3222062.0,2024,49,6202,Private,False,,Orbis,raw
CHECK24 VERGLEICHSPORTAL GELDANLAGE GMBH,check24 vergleichsportal geldanlage gmbh,DE,DACH,18615767.87,1140818.24,2023,1,6201,Private,False,,Orbis,raw
HAAG-STREIT GMBH,haag streit gmbh,DE,DACH,19356831.29,4116656.76,2024,108,6201,Private,False,,Orbis,raw
ARYZA GMBH,aryza gmbh,DE,DACH,18098143.25,3537002.96,2023,118,6209,Private,False,,Orbis,raw
BLUECRUX INTERNATIONAL,bluecrux international,BE,Benelux,19214234.0,2661458.0,2024,69,6202,Private,False,,Orbis,raw
